order_id,user_id,created_at,discount_cost,basket
6461,3104,3/15/2022,0,12000
6462,3665,3/15/2022,15000,15000
6463,3666,3/15/2022,0,49000
6464,3667,3/15/2022,0,15000
6465,3668,3/15/2022,10000,15000
6466,2882,3/15/2022,6000,22000
6467,984,3/15/2022,0,10000
6468,607,3/15/2022,0,7000
6469,3669,3/15/2022,0,50000
6470,3670,3/15/2022,0,10000
6471,993,3/15/2022,0,30000
6472,3671,3/15/2022,10000,15000
6473,2725,3/15/2022,0,60000
6474,3672,3/15/2022,0,24000
6475,327,3/15/2022,0,15000
6476,3673,3/15/2022,0,10000
6477,95,3/15/2022,0,11500
6478,3674,3/15/2022,0,30000
6479,3675,3/15/2022,0,9000
6480,1206,3/15/2022,0,131500
6481,2726,3/15/2022,0,14000
6482,3676,3/15/2022,10000,13500
6483,118,3/15/2022,0,36000
6484,3677,3/15/2022,10000,10000
6485,105,3/15/2022,0,27000
6486,3678,3/15/2022,0,10000
6487,2138,3/15/2022,0,6000
6488,3679,3/15/2022,15000,12000
6489,3680,3/15/2022,10000,6000
6490,1621,3/15/2022,0,25000
6491,3681,3/15/2022,0,30000
6492,2570,3/15/2022,0,35000
6493,3682,3/15/2022,0,53500
6494,3683,3/15/2022,15000,53500
6495,25,3/15/2022,0,15000
6496,3684,3/15/2022,10000,10000
6497,1291,3/15/2022,6000,12000
6498,784,3/15/2022,0,105000
6499,3685,3/15/2022,0,45000
6500,3668,3/15/2022,0,16000
6501,2355,3/15/2022,0,10000
6502,3686,3/15/2022,15000,23000
6503,3687,3/15/2022,0,20000
6504,1936,3/15/2022,8000,15000
6505,3688,3/15/2022,0,28000
6506,1598,3/15/2022,6000,10000
6507,2026,3/15/2022,0,21000
6508,782,3/15/2022,0,20000
6509,3689,3/15/2022,10000,43000
6510,3690,3/15/2022,0,21000
6511,761,3/15/2022,0,28000
6512,3691,3/15/2022,0,13000
6513,2362,3/15/2022,0,6000
6514,1968,3/15/2022,0,30000
6515,2486,3/15/2022,0,7000
6516,2486,3/15/2022,0,12000
6517,928,3/15/2022,0,16000
6518,3692,3/15/2022,0,32000
6519,2782,3/15/2022,0,24500
6520,3693,3/15/2022,0,51000
6521,3694,3/15/2022,0,18000
6522,3695,3/15/2022,0,6500
6523,259,3/15/2022,0,21000
6524,3696,3/15/2022,0,15000
6525,2181,3/15/2022,0,32000
6526,787,3/15/2022,0,72000
6527,2463,3/15/2022,0,20000
6528,3697,3/15/2022,0,12000
6529,3698,3/15/2022,0,30000
6530,3594,3/15/2022,0,12000
6531,3699,3/15/2022,0,16000
6532,3700,3/15/2022,0,10000
6533,241,3/15/2022,0,45000
6534,3492,3/15/2022,30500,24000
6535,3492,3/15/2022,40000,36000
6536,3292,3/15/2022,0,35000
6537,103,3/16/2022,0,33000
6538,1984,3/16/2022,0,40000
6539,3403,3/16/2022,0,14000
6540,3701,3/16/2022,0,24000
6541,1308,3/16/2022,0,10000
6542,3100,3/16/2022,0,20000
6543,1220,3/16/2022,0,10000
6544,3702,3/16/2022,0,10000
6545,2488,3/16/2022,0,20000
6546,1541,3/16/2022,0,16000
6547,2949,3/16/2022,0,26100
6548,289,3/16/2022,0,10000
6549,3347,3/16/2022,0,42000
6550,2038,3/16/2022,0,9000
6551,2953,3/16/2022,0,12000
6552,1380,3/16/2022,0,23000
6553,1508,3/16/2022,0,35000
6554,500,3/16/2022,0,7000
6555,1452,3/16/2022,0,8000
6556,3254,3/16/2022,0,21600
6557,919,3/16/2022,0,32000
6558,3703,3/16/2022,10000,16000
6559,3704,3/16/2022,0,15000
6560,1184,3/16/2022,0,150000
6561,1879,3/16/2022,0,12000
6562,1105,3/16/2022,0,7000
6563,2188,3/16/2022,0,15000
6564,75,3/16/2022,0,14000
6565,1737,3/16/2022,0,19000
6566,3705,3/16/2022,0,60000
6567,3634,3/16/2022,0,15000
6568,3634,3/16/2022,0,10000
6569,3706,3/16/2022,0,6000
6570,2699,3/16/2022,0,5000
6571,2295,3/16/2022,0,36000
6572,3707,3/16/2022,0,9000
6573,2557,3/16/2022,0,21000
6574,3708,3/16/2022,12000,18000
6575,2212,3/16/2022,0,80000
6576,763,3/16/2022,0,17500
6577,3709,3/16/2022,0,36000
6578,3710,3/16/2022,0,30000
6579,1421,3/16/2022,0,17500
6580,3333,3/16/2022,0,10000
6581,1046,3/16/2022,0,11000
6582,2935,3/16/2022,6000,17500
6583,7,3/16/2022,0,20000
6584,3711,3/16/2022,0,20000
6585,3712,3/16/2022,10000,9000
6586,3713,3/16/2022,0,14000
6587,3436,3/16/2022,10000,20000
6588,2002,3/16/2022,0,24000
6589,3436,3/16/2022,0,26000
6590,2289,3/16/2022,0,30000
6591,3714,3/16/2022,9400,8400
6592,3215,3/16/2022,0,5000
6593,3715,3/16/2022,10000,20000
6594,2015,3/16/2022,0,21000
6595,3716,3/16/2022,0,24000
6596,2493,3/16/2022,0,22500
6597,3717,3/16/2022,9000,8000
6598,3718,3/16/2022,9000,8000
6599,3719,3/16/2022,9000,8000
6600,1899,3/16/2022,0,60000
6601,3261,3/16/2022,0,60000
6602,19,3/16/2022,0,30000
6603,395,3/16/2022,0,40000
6604,3720,3/16/2022,0,32000
6605,3721,3/16/2022,0,26000
6606,1321,3/16/2022,0,32000
6607,2663,3/16/2022,0,33000
6608,3112,3/16/2022,0,38000
6609,3722,3/16/2022,15000,17500
6610,2560,3/16/2022,0,36000
6611,2045,3/16/2022,0,50000
6612,2340,3/16/2022,0,25000
6613,3723,3/16/2022,10000,9000
6614,3724,3/16/2022,10000,15000
6615,1936,3/16/2022,8000,15000
6616,3725,3/16/2022,0,10000
6617,3726,3/16/2022,0,24000
6618,3727,3/16/2022,0,14000
6619,1782,3/16/2022,6000,35000
6620,3728,3/16/2022,10000,12000
6621,3729,3/16/2022,15000,16500
6622,461,3/16/2022,0,34200
6623,176,3/16/2022,0,20000
6624,1275,3/16/2022,0,6000
6625,3730,3/16/2022,0,22000
6626,2264,3/16/2022,0,26000
6627,662,3/16/2022,0,62000
6628,3731,3/16/2022,10000,20000
6629,1581,3/16/2022,0,30000
6630,3732,3/16/2022,0,30000
6631,1444,3/16/2022,6000,30000
6632,2138,3/17/2022,0,6000
6633,1984,3/17/2022,0,32000
6634,3502,3/17/2022,0,16000
6635,3733,3/17/2022,15000,21000
6636,3734,3/17/2022,15000,47000
6637,1314,3/17/2022,15000,15000
6638,3735,3/17/2022,0,10000
6639,143,3/17/2022,0,14000
6640,3736,3/17/2022,0,8000
6641,2031,3/17/2022,0,14000
6642,1713,3/17/2022,0,10000
6643,1092,3/17/2022,0,10000
6644,2112,3/17/2022,0,12000
6645,1137,3/17/2022,0,60000
6646,3737,3/17/2022,0,20000
6647,609,3/17/2022,0,18000
6648,3738,3/17/2022,15000,15000
6649,3739,3/17/2022,0,16000
6650,1636,3/17/2022,0,10000
6651,3643,3/17/2022,0,10000
6652,2224,3/17/2022,0,21000
6653,2953,3/17/2022,0,9000
6654,3740,3/17/2022,0,10000
6655,1022,3/17/2022,0,60000
6656,3741,3/17/2022,10000,14000
6657,3742,3/17/2022,10000,15000
6658,2719,3/17/2022,8000,30000
6659,404,3/17/2022,0,24000
6660,2234,3/17/2022,10000,23000
6661,3743,3/17/2022,0,18000
6662,3419,3/17/2022,0,6000
6663,241,3/17/2022,0,20000
6664,3744,3/17/2022,10000,16000
6665,1105,3/17/2022,0,6000
6666,3745,3/17/2022,0,19000
6667,3746,3/17/2022,0,24000
6668,10,3/17/2022,6000,40000
6669,2931,3/17/2022,0,60000
6670,3747,3/17/2022,9400,8400
6671,1248,3/17/2022,0,12000
6672,2606,3/17/2022,0,21000
6673,3748,3/17/2022,0,26000
6674,3749,3/17/2022,10000,9000
6675,3750,3/17/2022,0,24000
6676,1934,3/17/2022,0,37000
6677,1046,3/17/2022,0,15000
6678,3424,3/17/2022,0,12000
6679,1879,3/17/2022,0,27000
6680,1040,3/17/2022,0,20000
6681,3751,3/17/2022,0,45000
6682,1295,3/17/2022,0,18000
6683,3752,3/17/2022,0,24000
6684,2051,3/17/2022,6000,32000
6685,3753,3/17/2022,10000,15000
6686,3754,3/17/2022,15000,26000
6687,3429,3/17/2022,0,24000
6688,3752,3/17/2022,0,24000
6689,3752,3/17/2022,0,24000
6690,3755,3/17/2022,0,5000
6691,3756,3/17/2022,10000,20000
6692,765,3/17/2022,0,75000
6693,3757,3/17/2022,0,20000
6694,3136,3/17/2022,0,66000
6695,3520,3/17/2022,0,51000
6696,3758,3/17/2022,0,23000
6697,3759,3/17/2022,15000,30000
6698,3760,3/17/2022,10000,12000
6699,3761,3/17/2022,0,24000
6700,1509,3/17/2022,0,45000
6701,887,3/17/2022,0,20000
6702,1136,3/17/2022,0,20000
6703,3762,3/17/2022,10000,9500
6704,3763,3/17/2022,0,20000
6705,1679,3/17/2022,10000,12000
6706,3764,3/17/2022,0,56000
6707,906,3/17/2022,0,28000
6708,3765,3/17/2022,0,30000
6709,2166,3/17/2022,0,14000
6710,552,3/17/2022,10000,39000
6711,1447,3/17/2022,0,40000
6712,1001,3/17/2022,0,24000
6713,3766,3/17/2022,10000,10000
6714,3767,3/17/2022,10000,24000
6715,3768,3/17/2022,10000,21500
6716,23,3/17/2022,0,10700
6717,3122,3/17/2022,0,80000
6718,2597,3/17/2022,0,44000
6719,2687,3/17/2022,0,30000
6720,3540,3/17/2022,0,27500
6721,3769,3/17/2022,0,9000
6722,1838,3/17/2022,6000,25000
6723,3770,3/17/2022,0,24000
6724,2947,3/17/2022,0,10000
6725,270,3/17/2022,0,20000
6726,3771,3/18/2022,10000,30000
6727,339,3/18/2022,0,10000
6728,3772,3/18/2022,0,14000
6729,2627,3/18/2022,0,12000
6730,3773,3/18/2022,10000,10000
6731,2115,3/18/2022,0,18000
6732,293,3/18/2022,0,24000
6733,1621,3/18/2022,0,40000
6734,1504,3/18/2022,0,15000
6735,3774,3/18/2022,10000,40000
6736,2425,3/18/2022,0,15000
6737,1716,3/18/2022,0,14000
6738,3205,3/18/2022,0,13000
6739,3594,3/18/2022,0,13400
6740,3775,3/18/2022,0,15000
6741,3776,3/18/2022,15000,30000
6742,3777,3/18/2022,0,15000
6743,75,3/18/2022,0,42000
6744,2355,3/18/2022,0,15000
6745,3778,3/18/2022,0,24000
6746,3779,3/18/2022,8500,8000
6747,3780,3/18/2022,0,100000
6748,1419,3/18/2022,0,12500
6749,1724,3/18/2022,0,20000
6750,3505,3/18/2022,0,14000
6751,2590,3/18/2022,0,12000
6752,3781,3/18/2022,0,12000
6753,3782,3/18/2022,0,10000
6754,3783,3/18/2022,0,12000
6755,3784,3/18/2022,15000,16000
6756,3785,3/18/2022,0,35000
6757,2533,3/18/2022,0,9000
6758,1721,3/18/2022,6000,14000
6759,3786,3/18/2022,0,48000
6760,680,3/18/2022,0,10000
6761,655,3/18/2022,0,36000
6762,670,3/18/2022,8000,14000
6763,1527,3/18/2022,0,20000
6764,3787,3/18/2022,10000,7000
6765,3788,3/18/2022,10000,12000
6766,3789,3/18/2022,0,10000
6767,3790,3/18/2022,0,50000
6768,3791,3/18/2022,10000,35000
6769,2571,3/18/2022,0,44000
6770,3792,3/18/2022,0,30000
6771,2138,3/18/2022,0,12000
6772,653,3/18/2022,0,20000
6773,2543,3/18/2022,0,12000
6774,367,3/18/2022,0,16400
6775,3793,3/18/2022,0,18000
6776,3794,3/18/2022,10000,10000
6777,3795,3/18/2022,0,15000
6778,958,3/18/2022,10000,36000
6779,3796,3/18/2022,0,42500
6780,1953,3/18/2022,0,16000
6781,3387,3/18/2022,0,10000
6782,2920,3/18/2022,0,30000
6783,3538,3/18/2022,0,50000
6784,2953,3/18/2022,0,18000
6785,3797,3/18/2022,0,18000
6786,3798,3/18/2022,10000,20000
6787,3666,3/18/2022,0,35000
6788,3799,3/18/2022,0,31000
6789,3451,3/18/2022,0,60000
6790,3800,3/18/2022,10000,15000
6791,827,3/18/2022,0,40000
6792,3801,3/18/2022,0,9000
6793,3802,3/18/2022,10000,9000
6794,3803,3/18/2022,10000,24000
6795,2875,3/18/2022,0,16000
6796,3431,3/18/2022,0,40000
6797,3804,3/18/2022,0,10000
6798,3805,3/18/2022,15000,16500
6799,3806,3/18/2022,0,12000
6800,2104,3/18/2022,0,7000
6801,3188,3/18/2022,0,29000
6802,2620,3/18/2022,0,22000
6803,2660,3/18/2022,10000,20900
6804,3096,3/18/2022,8000,19000
6805,2574,3/18/2022,10000,25000
6806,3487,3/18/2022,0,24000
6807,3807,3/18/2022,0,15000
6808,3641,3/18/2022,0,14000
6809,3808,3/18/2022,10000,20000
6810,3808,3/18/2022,8000,12000
6811,1290,3/18/2022,0,20000
6812,1817,3/18/2022,0,15000
6813,3809,3/18/2022,9500,8000
6814,179,3/18/2022,0,101000
6815,3074,3/18/2022,0,40000
6816,1088,3/18/2022,0,19000
6817,3810,3/18/2022,0,18000
6818,608,3/18/2022,0,14000
6819,3419,3/18/2022,0,30000
6820,2029,3/18/2022,0,7000
6821,1271,3/18/2022,0,21000
6822,3811,3/18/2022,0,14000
6823,3812,3/18/2022,9500,8500
6824,3813,3/18/2022,15000,35800
6825,2313,3/18/2022,0,45000
6826,3814,3/18/2022,10000,18000
6827,3815,3/18/2022,0,11000
6828,2249,3/18/2022,0,10000
6829,3816,3/18/2022,0,10000
6830,3817,3/18/2022,0,28000
6831,1123,3/18/2022,0,20000
6832,2908,3/18/2022,0,28000
6833,3818,3/18/2022,0,21500
6834,2262,3/18/2022,10000,16000
6835,1750,3/18/2022,0,12000
6836,3819,3/18/2022,10000,43000
6837,1816,3/18/2022,0,35000
6838,3082,3/18/2022,6000,40000
6839,2364,3/18/2022,0,30000
6840,2110,3/19/2022,0,26000
6841,3739,3/19/2022,0,32000
6842,1372,3/19/2022,0,60000
6843,2571,3/19/2022,0,22000
6844,3820,3/19/2022,15000,20000
6845,3821,3/19/2022,0,24000
6846,2231,3/19/2022,0,5000
6847,3822,3/19/2022,0,14000
6848,3823,3/19/2022,0,6000
6849,1529,3/19/2022,0,20000
6850,3824,3/19/2022,0,24000
6851,3825,3/19/2022,0,22000
6852,3826,3/19/2022,0,20000
6853,1810,3/19/2022,0,5000
6854,2944,3/19/2022,0,40000
6855,3827,3/19/2022,10000,10000
6856,3638,3/19/2022,15000,18000
6857,3828,3/19/2022,0,8000
6858,3829,3/19/2022,0,70000
6859,1988,3/19/2022,0,24000
6860,3830,3/19/2022,10000,6000
6861,3808,3/19/2022,8000,18000
6862,2109,3/19/2022,6000,12000
6863,3831,3/19/2022,0,9000
6864,3832,3/19/2022,0,48000
6865,3620,3/19/2022,0,10000
6866,3833,3/19/2022,15000,22500
6867,3834,3/19/2022,0,18000
6868,2163,3/19/2022,0,72000
6869,1436,3/19/2022,0,6300
6870,2590,3/19/2022,0,9000
6871,439,3/19/2022,8000,16000
6872,3835,3/19/2022,0,10000
6873,3836,3/19/2022,0,40000
6874,3837,3/19/2022,0,29000
6875,3838,3/19/2022,10000,6000
6876,3839,3/19/2022,0,18000
6877,3475,3/19/2022,0,40000
6878,378,3/19/2022,0,10000
6879,922,3/19/2022,0,10000
6880,3840,3/19/2022,0,10000
6881,1602,3/19/2022,0,15000
6882,3841,3/19/2022,0,10000
6883,3842,3/19/2022,10000,50000
6884,3843,3/19/2022,0,30000
6885,3844,3/19/2022,0,26000
6886,142,3/19/2022,0,5000
6887,3845,3/19/2022,10000,32000
6888,3846,3/19/2022,0,36000
6889,1319,3/19/2022,15000,30000
6890,3690,3/19/2022,0,40000
6891,364,3/19/2022,0,10000
6892,3847,3/19/2022,0,23000
6893,3848,3/19/2022,0,10000
6894,1256,3/19/2022,0,30000
6895,3849,3/19/2022,0,10000
6896,3850,3/19/2022,10000,15000
6897,3028,3/19/2022,0,30000
6898,3851,3/19/2022,10000,17000
6899,3852,3/19/2022,0,20900
6900,1419,3/19/2022,0,12500
6901,1566,3/19/2022,0,6000
6902,3853,3/19/2022,0,60000
6903,3854,3/19/2022,10000,15000
6904,2560,3/19/2022,0,25000
6905,3855,3/19/2022,0,5000
6906,469,3/19/2022,0,40000
6907,2935,3/19/2022,10000,27000
6908,3856,3/19/2022,0,42500
6909,1794,3/19/2022,0,26000
6910,3704,3/19/2022,0,18000
6911,1971,3/19/2022,0,10000
6912,3857,3/19/2022,0,48000
6913,2675,3/19/2022,0,35000
6914,885,3/19/2022,0,7200
6915,1247,3/19/2022,10000,15000
6916,3292,3/19/2022,0,21000
6917,3858,3/19/2022,10000,9000
6918,2264,3/19/2022,0,26000
6919,214,3/19/2022,0,42000
6920,3859,3/19/2022,10000,10500
6921,3321,3/19/2022,0,36000
6922,3860,3/19/2022,0,16000
6923,3778,3/19/2022,0,30000
6924,346,3/19/2022,0,18000
6925,3861,3/19/2022,0,20000
6926,3862,3/19/2022,15000,15000
6927,3863,3/19/2022,0,21000
6928,772,3/20/2022,0,30000
6929,143,3/20/2022,0,30000
6930,1697,3/20/2022,0,30000
6931,3864,3/20/2022,0,16000
6932,1103,3/20/2022,0,10000
6933,3865,3/20/2022,0,12000
6934,385,3/20/2022,0,8000
6935,2136,3/20/2022,0,30000
6936,3188,3/20/2022,0,68000
6937,2310,3/20/2022,0,30000
6938,483,3/20/2022,0,36000
6939,2119,3/20/2022,0,12000
6940,9,3/20/2022,0,10000
6941,466,3/20/2022,0,30000
6942,2608,3/20/2022,0,42000
6943,601,3/20/2022,0,48000
6944,185,3/20/2022,0,15000
6945,1926,3/20/2022,0,27000
6946,1347,3/20/2022,6000,17000
6947,3866,3/20/2022,0,20000
6948,3204,3/20/2022,0,10000
6949,3446,3/20/2022,0,24000
6950,3777,3/20/2022,0,9000
6951,2590,3/20/2022,0,14000
6952,3822,3/20/2022,0,5000
6953,2121,3/20/2022,0,50000
6954,1968,3/20/2022,0,15000
6955,633,3/20/2022,6000,10450
6956,3867,3/20/2022,0,48000
6957,589,3/20/2022,0,6000
6958,2516,3/20/2022,8000,16500
6959,3410,3/20/2022,0,24000
6960,3868,3/20/2022,0,16000
6961,265,3/20/2022,0,40000
6962,3869,3/20/2022,10000,28000
6963,3870,3/20/2022,0,24000
6964,3871,3/20/2022,0,18000
6965,2489,3/20/2022,0,18000
6966,142,3/20/2022,0,6000
6967,241,3/20/2022,0,14000
6968,423,3/20/2022,0,25000
6969,3027,3/20/2022,0,48000
6970,364,3/20/2022,0,11000
6971,1109,3/20/2022,0,12000
6972,1878,3/20/2022,0,7230
6973,3872,3/20/2022,0,10000
6974,130,3/20/2022,8000,30000
6975,1879,3/20/2022,0,9000
6976,1286,3/20/2022,6000,24000
6977,42,3/20/2022,0,20000
6978,1375,3/20/2022,8000,12000
6979,3873,3/20/2022,0,11000
6980,3534,3/20/2022,0,36000
6981,170,3/20/2022,0,24500
6982,642,3/20/2022,6000,18000
6983,637,3/20/2022,0,80000
6984,3874,3/20/2022,0,30000
6985,1336,3/20/2022,0,10000
6986,3875,3/20/2022,10000,10000
6987,3876,3/20/2022,12000,16000
6988,3877,3/20/2022,10000,7000
6989,963,3/20/2022,0,36000
6990,898,3/20/2022,6000,80000
6991,3254,3/20/2022,0,16000
6992,996,3/20/2022,0,12000
6993,3011,3/20/2022,0,36000
6994,3072,3/20/2022,0,12000
6995,3878,3/20/2022,0,21000
6996,3387,3/20/2022,0,10000
6997,3879,3/20/2022,15000,18000
6998,3880,3/20/2022,10000,13500
6999,1419,3/20/2022,0,12500
7000,3627,3/20/2022,0,25000
7001,76,3/20/2022,0,20000
7002,976,3/20/2022,0,35000
7003,3881,3/20/2022,10000,38000
7004,1088,3/20/2022,0,16000
7005,3882,3/20/2022,0,20000
7006,3883,3/20/2022,0,13000
7007,1089,3/20/2022,6000,15000
7008,2737,3/20/2022,10000,12000
7009,2493,3/20/2022,0,21000
7010,2150,3/20/2022,0,27000
7011,1527,3/20/2022,0,20000
7012,3884,3/20/2022,0,20000
7013,3885,3/20/2022,0,18500
7014,3886,3/20/2022,10000,16000
7015,3622,3/20/2022,0,20000
7016,3887,3/20/2022,10000,16000
7017,1444,3/20/2022,0,26000
7018,3888,3/20/2022,10000,16000
7019,3889,3/20/2022,0,6000
7020,3890,3/21/2022,10000,10000
7021,2866,3/21/2022,0,33000
7022,2721,3/21/2022,0,31000
7023,236,3/21/2022,0,6000
7024,3891,3/21/2022,0,10000
7025,2305,3/21/2022,0,7000
7026,405,3/21/2022,0,25000
7027,3789,3/21/2022,10000,6000
7028,2027,3/21/2022,8000,21000
7029,3892,3/21/2022,0,12000
7030,3893,3/21/2022,0,36000
7031,1665,3/21/2022,0,12000
7032,1718,3/21/2022,0,16000
7033,2437,3/21/2022,6000,9000
7034,1017,3/21/2022,0,10000
7035,3894,3/21/2022,0,7000
7036,3895,3/21/2022,0,16000
7037,809,3/21/2022,0,18000
7038,3251,3/21/2022,0,8000
7039,3896,3/21/2022,0,26600
7040,3897,3/21/2022,9500,8500
7041,3248,3/21/2022,6000,11000
7042,1702,3/21/2022,0,12000
7043,3898,3/21/2022,0,14000
7044,3899,3/21/2022,15000,16000
7045,3419,3/21/2022,0,15000
7046,763,3/21/2022,0,10000
7047,3900,3/21/2022,0,12000
7048,3634,3/21/2022,0,8000
7049,404,3/21/2022,0,14000
7050,3873,3/21/2022,0,5200
7051,404,3/21/2022,0,14000
7052,2698,3/21/2022,0,11500
7053,2590,3/21/2022,0,15000
7054,1743,3/21/2022,0,10000
7055,3901,3/21/2022,10000,40000
7056,75,3/21/2022,0,24000
7057,2645,3/21/2022,6000,8000
7058,1750,3/21/2022,0,12000
7059,335,3/21/2022,0,12000
7060,503,3/21/2022,0,50000
7061,3643,3/21/2022,0,10000
7062,3902,3/21/2022,0,70000
7063,3903,3/21/2022,0,42500
7064,3904,3/21/2022,0,7000
7065,3464,3/21/2022,0,10000
7066,3905,3/21/2022,0,7000
7067,2574,3/21/2022,10000,22000
7068,2147,3/21/2022,0,35000
7069,2308,3/21/2022,0,10000
7070,3906,3/21/2022,0,28000
7071,3907,3/21/2022,10000,22000
7072,3282,3/21/2022,0,24000
7073,3908,3/21/2022,10000,11000
7074,1953,3/21/2022,0,27000
7075,103,3/21/2022,0,33000
7076,3909,3/21/2022,10000,15000
7077,3910,3/21/2022,0,18000
7078,1506,3/21/2022,0,20000
7079,3911,3/21/2022,10000,16000
7080,1782,3/21/2022,0,50000
7081,435,3/21/2022,0,30000
7082,3912,3/21/2022,10000,15000
7083,2967,3/21/2022,8000,18000
7084,3582,3/21/2022,0,21000
7085,3282,3/21/2022,0,24000
7086,3559,3/21/2022,0,19500
7087,3231,3/21/2022,10000,25000
7088,34,3/21/2022,6000,14000
7089,1090,3/21/2022,0,42000
7090,3704,3/21/2022,0,16000
7091,2768,3/21/2022,0,16000
7092,1068,3/21/2022,0,8000
7093,3844,3/21/2022,8000,119000
7094,3913,3/21/2022,0,25000
7095,3914,3/21/2022,10000,25000
7096,2593,3/21/2022,10000,15000
7097,2593,3/21/2022,10000,15000
7098,523,3/21/2022,0,38400
7099,3915,3/21/2022,10000,13000
7100,3916,3/21/2022,0,10000
7101,3917,3/21/2022,0,27000
7102,3918,3/21/2022,0,23200
7103,918,3/22/2022,0,14000
7104,2753,3/22/2022,6000,18000
7105,3919,3/22/2022,15000,30000
7106,3822,3/22/2022,0,10000
7107,1908,3/22/2022,0,10000
7108,3920,3/22/2022,10000,8000
7109,3921,3/22/2022,10000,14000
7110,185,3/22/2022,0,15000
7111,3502,3/22/2022,0,20000
7112,1336,3/22/2022,0,10000
7113,3922,3/22/2022,0,10000
7114,2984,3/22/2022,0,50000
7115,3049,3/22/2022,0,15000
7116,3540,3/22/2022,0,25600
7117,3923,3/22/2022,0,25000
7118,241,3/22/2022,0,18000
7119,1748,3/22/2022,0,7000
7120,236,3/22/2022,0,6000
7121,241,3/22/2022,0,20000
7122,1623,3/22/2022,0,24000
7123,3430,3/22/2022,0,44000
7124,2368,3/22/2022,0,14000
7125,3419,3/22/2022,0,15000
7126,609,3/22/2022,0,8000
7127,3924,3/22/2022,10000,40000
7128,2299,3/22/2022,0,27000
7129,3925,3/22/2022,0,10000
7130,2725,3/22/2022,0,45000
7131,3926,3/22/2022,0,14000
7132,3927,3/22/2022,10000,5000
7133,3928,3/22/2022,0,7000
7134,2051,3/22/2022,0,50000
7135,3929,3/22/2022,10000,8000
7136,906,3/22/2022,0,28000
7137,2645,3/22/2022,6000,10000
7138,2364,3/22/2022,0,75000
7139,2364,3/22/2022,0,30000
7140,922,3/22/2022,0,12000
7141,49,3/22/2022,6000,12500
7142,3096,3/22/2022,8000,19000
7143,653,3/22/2022,0,20000
7144,3839,3/22/2022,0,30000
7145,3560,3/22/2022,0,30000
7146,364,3/22/2022,0,11000
7147,3930,3/22/2022,10000,15000
7148,3436,3/22/2022,0,52000
7149,2188,3/22/2022,0,5000
7150,3931,3/22/2022,0,22000
7151,3932,3/22/2022,0,22000
7152,3933,3/22/2022,0,41500
7153,3934,3/22/2022,9700,5200
7154,3935,3/22/2022,0,12000
7155,3936,3/22/2022,10000,70000
7156,3937,3/22/2022,0,30000
7157,652,3/22/2022,0,20000
7158,142,3/22/2022,0,7000
7159,2689,3/22/2022,0,20000
7160,2212,3/22/2022,0,55000
7161,3938,3/22/2022,10000,60000
7162,405,3/22/2022,0,20000
7163,3939,3/22/2022,0,30000
7164,1969,3/22/2022,0,15000
7165,3792,3/22/2022,0,90000
7166,3940,3/22/2022,0,51000
7167,2565,3/22/2022,0,20000
7168,3785,3/22/2022,0,35000
7169,3941,3/22/2022,0,30000
7170,1782,3/22/2022,0,30000
7171,3707,3/22/2022,0,5850
7172,2308,3/22/2022,0,24000
7173,385,3/22/2022,6000,16500
7174,3942,3/22/2022,10000,16000
7175,1366,3/22/2022,0,40000
7176,3021,3/22/2022,0,28000
7177,185,3/22/2022,0,10000
7178,3943,3/22/2022,10000,12000
7179,2899,3/22/2022,0,18000
7180,2397,3/22/2022,0,28000
7181,3944,3/22/2022,10000,20000
7182,3945,3/22/2022,10000,18000
7183,586,3/22/2022,6000,28000
7184,3925,3/22/2022,0,36000
7185,3946,3/23/2022,10000,68500
7186,3839,3/23/2022,0,50000
7187,2305,3/23/2022,0,8000
7188,1516,3/23/2022,0,16000
7189,3922,3/23/2022,0,14000
7190,3947,3/23/2022,15000,15000
7191,1019,3/23/2022,0,6000
7192,1419,3/23/2022,0,28000
7193,3948,3/23/2022,0,30000
7194,2291,3/23/2022,10000,18000
7195,3205,3/23/2022,0,21000
7196,3949,3/23/2022,10000,5400
7197,3950,3/23/2022,0,16000
7198,236,3/23/2022,0,30000
7199,3951,3/23/2022,0,32000
7200,316,3/23/2022,0,14000
7201,1426,3/23/2022,0,16900
7202,3734,3/23/2022,0,39000
7203,3952,3/23/2022,0,16000
7204,1030,3/23/2022,0,20000
7205,3953,3/23/2022,0,8000
7206,1030,3/23/2022,0,18000
7207,2212,3/23/2022,0,84000
7208,2525,3/23/2022,0,16000
7209,3954,3/23/2022,0,20000
7210,716,3/23/2022,0,12000
7211,3955,3/23/2022,0,5500
7212,1035,3/23/2022,0,14000
7213,1672,3/23/2022,0,35000
7214,3595,3/23/2022,0,45000
7215,3956,3/23/2022,0,24000
7216,3957,3/23/2022,0,16000
7217,3768,3/23/2022,0,20000
7218,3954,3/23/2022,0,20000
7219,3864,3/23/2022,0,46000
7220,3726,3/23/2022,0,36000
7221,3282,3/23/2022,0,22500
7222,3958,3/23/2022,10000,30000
7223,3872,3/23/2022,0,8000
7224,2920,3/23/2022,0,24000
7225,3959,3/23/2022,10000,21000
7226,3960,3/23/2022,0,8000
7227,3961,3/23/2022,10000,12000
7228,3962,3/23/2022,0,20000
7229,1721,3/23/2022,0,14000
7230,2212,3/23/2022,0,28000
7231,1382,3/23/2022,0,50000
7232,3963,3/23/2022,10000,12000
